id;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;árearegistralm2;coeficiente;área coefieciente;id_operacion_db
11458;11458;BOYACÁ;GARAGOA;6/06/2025;078-20471;;1,5299E+29;Cancelacion_por_Desenglobe;;;;;;;1435714
14988;14988;BOYACÁ;TIBANÁ;6/06/2025;-;;SIN NPN;Predio_Nuevo;090-64526;Privado_Privado;NPH;;;;L2-99
4813;4813;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75542;Privado_Privado;NPH;;;;4753500-7421
7632;7632;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78903;Privado_Privado;NPH;;;;13401270-11114
195;195;ATLÁNTICO;TUBARÁ;20/06/2025;040-609814;;8,832E+28;Desenglobe_Division_Material;040-670265;Privado_Privado;NPH;2737;;;12593773-387
602;602;BOLÍVAR;MAGANGUÉ;18/07/2025;064-35217;;1,343E+29;Desenglobe_Division_Material;064-39611;Privado_Privado;NPH;1729;;;13584595-3875
6407;6407;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77678;Privado_Privado;NPH;;;;13401270-11713
3047;3047;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337984;Privado_Privado;PH_Unidad_Predial;2.8;7,90E+13;;13282454-2085
4443;4443;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71388;Privado_Privado;PH_Unidad_Predial;;;;4752584-6875
8697;8697;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79960;Privado_Privado;NPH;;;;13401270-10301
7146;7146;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78419;Privado_Privado;NPH;;;;13401270-11620
13270;13270;BOYACÁ;SOGAMOSO;28/07/2025;095-12079;;1,5759E+29;Cambio_Numero_Predial_NPH_a_PH;095-12079;Privado_Privado;PH_Matriz;;;;1795895
10760;10760;QUINDIO;LA TEBAIDA;22/08/2025;280-2736;FMI_Debe_Estar_Cerrado;6,3401E+29;Desenglobe_Division_Material;280-261302;Privado_Privado;NPH;4622,29;;;6028480-13075
773;773;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39616;;SIN NPN;Desenglobe_Division_Material;064-39784;Privado_Privado;NPH;91;;;L2-4030
5544;5544;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76822;Privado_Privado;NPH;;;;13401270-7775
8507;8507;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79772;Privado_Privado;NPH;;;;13401270-7670
2869;2869;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349598;Privado_Privado;NPH;362.73;;;1097944-1698
7289;7289;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78561;Privado_Privado;NPH;;;;13401270-12465
5165;5165;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76445;Privado_Privado;NPH;;;;13401270-12062
10350;10350;META;GRANADA;18/07/2025;236-87598;;SIN NPN;Desenglobe_Division_Material;236-101844;Privado_Privado;NPH;;;;L2-12829
6982;6982;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78255;Privado_Privado;NPH;;;;13401270-10761
11082;11082;RISARALDA;LA CELIA;6/06/2025;297-2152;;6,6383E+29;Englobe_Nuevo_FMI;297-8395;Privado_Privado;NPH;92500;;;9282308
13586;13586;BOYACÁ;SOGAMOSO;28/07/2025;095-165150;FMI_Debe_Estar_Cerrado;SIN NPN;Desenglobe_Division_Material;095-165507;Privado_Privado;NPH;163,48;;;L2-6274
12472;12472;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-6034;;1,5599E+29;Desenglobe_Venta_Parcial;090-61981;Privado_Privado;NPH;;;;L2-592
4479;4479;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71352;Privado_Privado;PH_Unidad_Predial;;;;4752584-6939
10929;10929;RISARALDA;LA CELIA;30/05/2025;297-8729;;6,6383E+29;Cancelacion_por_Englobe;;;;;;;12095621
9813;9813;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81071;Privado_Privado;NPH;;;;13401270-9273
5703;5703;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76981;Privado_Privado;NPH;;;;13401270-11838
152;152;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-658142;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-222
495;495;ATLÁNTICO;TUBARÁ;29/05/2025;040-625802;;SIN NPN;Desenglobe_Division_Material;040-654357;Privado_Privado;Condominio_Unidad_Predial;;;;L2-472
11085;11085;RISARALDA;LA CELIA;6/06/2025;297-5353;;6,6383E+29;Desenglobe_Venta_Parcial;297-8535;Privado_Privado;NPH;12500;;;9282420-689
5669;5669;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76947;Privado_Privado;NPH;;;;13401270-12346
11186;11186;BOYACÁ;CIÉNEGA;30/05/2025;090-16386;;1,5189E+29;Desenglobe_Venta_Parcial;090-65415;Privado_Privado;NPH;;;;1321749-141
6126;6126;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77398;Privado_Privado;NPH;;;;13401270-9219
793;793;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39617;;SIN NPN;Desenglobe_Division_Material;064-39808;Privado_Privado;NPH;91;;;L2-4073
3119;3119;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337866;Privado_Privado;PH_Unidad_Predial;2.8;7,90E+13;;13282454-2476
14889;14889;BOYACÁ;TIBANÁ;6/06/2025;090-40137;;1,5804E+29;Desenglobe_Venta_Parcial;090-63605;Privado_Privado;NPH;;;;1868645-422
9406;9406;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80664;Privado_Privado;NPH;;;;13401270-9232
12319;12319;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-19002;;1,5599E+29;Cancelacion;;;;;;;1644176
8363;8363;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79628;Privado_Privado;NPH;;;;13401270-9733
2492;2492;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346804;Privado_Privado;NPH;;;;L2-3094
7213;7213;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78485;Privado_Privado;NPH;;;;13401270-10878
739;739;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39616;;SIN NPN;Desenglobe_Division_Material;064-39790;Privado_Privado;NPH;91;;;L2-4043
6613;6613;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77888;Privado_Privado;NPH;;;;13401270-11385
13609;13609;BOYACÁ;SOGAMOSO;28/07/2025;095-147931;;SIN NPN;Cambio_Numero_Predial_NPH_a_PH;095-147931;Privado_Privado;PH_Matriz;166;;;1806877-6380
7797;7797;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79067;Privado_Privado;NPH;;;;13401270-11843
14196;14196;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162697;Privado_Privado;PH_Unidad_Predial;58.05;0.46300000000000002;58.05;L2-6033
7828;7828;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79098;Privado_Privado;NPH;;;;13401270-9033
13319;13319;BOYACÁ;SOGAMOSO;28/07/2025;095-13208;;1,5759E+29;Desenglobe_Division_Material;095-162948;Privado_Privado;PH_Unidad_Predial;;;;1799855-5020
4905;4905;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75634;Privado_Privado;NPH;;;;4753500-7253
6116;6116;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77388;Privado_Privado;NPH;;;;13401270-10806
13284;13284;BOYACÁ;SOGAMOSO;28/07/2025;095-122074;;1,5759E+29;Desenglobe_Division_Material;095-161215;Privado_Privado;PH_Unidad_Predial;;;;1789121-4933
5444;5444;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76722;Privado_Privado;NPH;;;;13401270-10317
1430;1430;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402722;Privado_Privado;NPH;84;;;13282259-712
5916;5916;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77189;Privado_Privado;NPH;;;;13401270-10792
1908;1908;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338372;Privado_Privado;NPH;285.2;;;1097433-1121
1178;1178;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374552;Privado_Privado;PH_Unidad_Predial;;;;L2-3528
9426;9426;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80684;Privado_Privado;NPH;;;;13401270-12490
4960;4960;META;GRANADA;8/08/2025;236-51215;;5,0313E+29;Desenglobe_Division_Material;236-101258;Privado_Privado;NPH;20000;;;4752185-7431
13343;13343;BOYACÁ;SOGAMOSO;28/07/2025;095-139415;;1,5759E+29;Desenglobe_Division_Material;095-166505;Privado_Privado;PH_Unidad_Predial;;;;1803714-5062
9329;9329;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80588;Privado_Privado;NPH;;;;13401270-7686
817;817;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39617;;SIN NPN;Desenglobe_Division_Material;064-39828;Privado_Privado;NPH;91;;;L2-4069
8771;8771;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80033;Privado_Privado;NPH;;;;13401270-12314
4294;4294;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100570;Privado_Privado;Via;40;;;4752593-6778
11949;11949;BOYACÁ;MONIQUIRÁ;30/05/2025;083-42030;;1,5469E+29;Desenglobe_Division_Material;083-45250;Privado_Privado;NPH;157.66;;;1541955-4691
4355;4355;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100631;Publico_Uso_Publico;Bien_Uso_Publico;847.7;;;4752593-6690
5694;5694;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76972;Privado_Privado;NPH;;;;13401270-9453
12987;12987;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167533;Privado_Privado;PH_Unidad_Predial;;;;L2-6150
902;902;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374734;Privado_Privado;PH_Unidad_Predial;;;;L2-3467
4303;4303;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100579;Privado_Privado;NPH;91;;;4752593-6781
7589;7589;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78860;Privado_Privado;NPH;;;;13401270-9133
9199;9199;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80458;Privado_Privado;NPH;;;;13401270-12032
10092;10092;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81362;Privado_Privado;NPH;;;;13401270-11943
14947;14947;BOYACÁ;TIBANÁ;6/06/2025;090-39866;;1,5804E+29;Desenglobe_Venta_Parcial;090-63311;Privado_Privado;NPH;;;;1863989-420
9133;9133;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80392;Privado_Privado;NPH;;;;13401270-8973
3280;3280;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338039;Privado_Privado;PH_Unidad_Predial;11.96;3,40E+14;;13282454-2498
578;578;ATLÁNTICO;TUBARÁ;29/05/2025;040-612462;;SIN NPN;Desenglobe_Division_Material;040-639141;Privado_Privado;PH_Unidad_Predial;;;;L2-405
1913;1913;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338402;Privado_Privado;NPH;12.555.999.999.999.900;;;1097433-1192
13032;13032;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167459;Privado_Privado;PH_Unidad_Predial;;;;L2-6167
1175;1175;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374549;Privado_Privado;PH_Unidad_Predial;;;;L2-3500
1163;1163;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374537;Privado_Privado;PH_Unidad_Predial;;;;L2-3521
168;168;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-657981;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-311
2486;2486;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346798;Privado_Privado;NPH;;;;L2-2914
2338;2338;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346650;Privado_Privado;NPH;;;;L2-3231
14594;14594;BOYACÁ;SOGAMOSO;22/08/2025;095-158003;;SIN NPN;Desenglobe_Division_Material;095-158449;Privado_Privado;Condominio_Unidad_Predial;190.63;39.510.000.000.000.000;190;L2-5150
14641;14641;BOYACÁ;SOGAMOSO;22/08/2025;095-161518;;SIN NPN;Desenglobe_Division_Material;095-162680;Privado_Privado;PH_Unidad_Predial;80.48;22.488.800.000.000.000;80.48;L2-5828
6464;6464;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77734;Privado_Privado;NPH;;;;13401270-10689
5698;5698;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76976;Privado_Privado;NPH;;;;13401270-12591
4557;4557;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71274;Privado_Privado;PH_Unidad_Predial;;;;4752584-6897
8655;8655;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79918;Privado_Privado;NPH;;;;13401270-11296
4920;4920;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75649;Privado_Privado;NPH;;;;4753500-7357
707;707;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39615;;SIN NPN;Desenglobe_Division_Material;064-39746;Privado_Privado;NPH;91;;;L2-4006
3054;3054;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337974;Privado_Privado;PH_Unidad_Predial;2.8;7,90E+13;;13282454-2335
1381;1381;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402837;Privado_Privado;NPH;84;;;13282259-708
13089;13089;BOYACÁ;SOGAMOSO;28/07/2025;095-122248;;1,5759E+29;Desenglobe_Division_Material;095-166616;Privado_Privado;PH_Unidad_Predial;;;;13519317-4935
11634;11634;BOYACÁ;LA CAPILLA;6/06/2025;079-25546;;1,538E+29;Desenglobe_Division_Material;079-46338;Privado_Privado;NPH;74;;;1487604-4321
3726;3726;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370452;Privado_Privado;NPH;;;;L2-2526
9245;9245;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80504;Privado_Privado;NPH;;;;13401270-8812
7390;7390;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78661;Privado_Privado;NPH;;;;13401270-9403
9385;9385;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80644;Privado_Privado;NPH;;;;13401270-9698
12258;12258;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-43477;;1,5599E+29;Cancelacion;;;;;;;1645598
4129;4129;BOLÍVAR;TURBACO;20/06/2025;060-365742;;SIN NPN;Desenglobe_Division_Material;060-365766;Privado_Privado;PH_Unidad_Predial;;;;L2-3408
4903;4903;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75632;Privado_Privado;NPH;;;;4753500-7319
9965;9965;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81220;Privado_Privado;NPH;;;;13401270-8302
7245;7245;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78517;Privado_Privado;NPH;;;;13401270-11792
1911;1911;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338400;Privado_Privado;NPH; 320,41;;;1097433-1150
3652;3652;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370485;Privado_Privado;NPH;;;;L2-2537
1009;1009;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374841;Privado_Privado;PH_Unidad_Predial;;;;L2-3649
11450;11450;BOYACÁ;GARAGOA;6/06/2025;078-13255;;1,5299E+29;Desenglobe_Division_Material;078-43208;Privado_Privado;PH_Unidad_Predial;;;;1439588-4182
5958;5958;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77231;Privado_Privado;NPH;;;;13401270-10300
3334;3334;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338051;Privado_Privado;PH_Unidad_Predial;11.96;3,40E+14;;13282454-2379
957;957;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374789;Privado_Privado;PH_Unidad_Predial;;;;L2-3674
12864;12864;BOYACÁ;SOGAMOSO;30/05/2025;095-165107;;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;L2-5848
215;215;ATLÁNTICO;TUBARÁ;29/05/2025;040-162599;;8,832E+28;Desenglobe_Division_Material;040-663778;Privado_Privado;NPH;;;;603476-136
8224;8224;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79491;Privado_Privado;NPH;;;;13401270-9952
5366;5366;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76645;Privado_Privado;NPH;;;;13401270-9014
10473;10473;META;GRANADA;8/08/2025;236-90591;;SIN NPN;Desenglobe_Division_Material;236-95234;Privado_Privado;NPH;72;;;L2-12956
137;137;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-658075;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-272
9359;9359;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80618;Privado_Privado;NPH;;;;13401270-10864
11623;11623;BOYACÁ;LA CAPILLA;6/06/2025;079-20492;;1,538E+29;Desenglobe_Division_Material;079-46250;Privado_Privado;NPH;367,36;;;1489691-4304
355;355;ATLÁNTICO;TUBARÁ;6/06/2025;040-151790;;8,832E+28;Desenglobe_Division_Material;040-645493;Privado_Privado;PH_Unidad_Predial;;;;604735-68
4268;4268;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100544;Privado_Privado;NPH;91;;;4752593-6734
12986;12986;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167542;Privado_Privado;PH_Unidad_Predial;;;;L2-6253
14406;14406;BOYACÁ;SOGAMOSO;22/08/2025;095-48840;FMI_Debe_Estar_Cerrado;1,5759E+29;Desenglobe_Division_Material;095-160015;Privado_Privado;NPH;91.13;;;1816653-6479
6571;6571;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77845;Privado_Privado;NPH;;;;13401270-10824
5273;5273;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76552;Privado_Privado;NPH;;;;13401270-9386
8359;8359;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79624;Privado_Privado;NPH;;;;13401270-11489
6811;6811;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78086;Privado_Privado;NPH;;;;13401270-10024
11556;11556;BOYACÁ;GARAGOA;6/06/2025;078-31743;;1,5299E+29;Cancelacion_por_Desenglobe;;;;;;;1437322
1750;1750;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-325128;Privado_Privado;PH_Unidad_Predial;;;;1097579-877
13155;13155;BOYACÁ;SOGAMOSO;28/07/2025;095-126252;;1,5759E+29;Englobe_Nuevo_FMI;095-167847;Privado_Privado;NPH;;;;1815603
3303;3303;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338024;Privado_Privado;PH_Unidad_Predial;15.186.000.000.000.000;0.43240000000000001;;13282454-2177
10841;10841;RISARALDA;APÍA;30/05/2025;292-5230;;6,6045E+29;Cancelacion_por_Desenglobe;;;;;;;9203322
12883;12883;BOYACÁ;SOGAMOSO;30/05/2025;095-129733;;SIN NPN;Desenglobe_Division_Material;095-166578;Privado_Privado;NPH;;;;L2-4986
13170;13170;BOYACÁ;SOGAMOSO;28/07/2025;095-140246;;1,5759E+29;Desenglobe_Division_Material;095-165600;Privado_Privado;PH_Unidad_Predial;;;;13521904-5069
1738;1738;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-325116;Privado_Privado;PH_Unidad_Predial;;;;1097579-906
8627;8627;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79890;Privado_Privado;NPH;;;;13401270-12447
11003;11003;RISARALDA;LA CELIA;30/05/2025;297-9425;;SIN NPN;Desenglobe_Division_Material;297-9451;Privado_Privado;NPH;;;;L2-13293
2490;2490;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346802;Privado_Privado;NPH;;;;L2-2932
6560;6560;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77832;Privado_Privado;NPH;;;;13401270-10151
3763;3763;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370315;Privado_Privado;NPH;;;;L2-2756
4449;4449;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71382;Privado_Privado;PH_Unidad_Predial;;;;4752584-7180
13571;13571;BOYACÁ;SOGAMOSO;28/07/2025;095-91153;FMI_Debe_Estar_Abierto;1,5759E+29;Desenglobe_Division_Material;095-165204;Privado_Privado;PH_Unidad_Predial;10,75;0.67;10,75;1793247-6629
1267;1267;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402703;Privado_Privado;NPH;1006.04;;;13282259-673
4582;4582;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71249;Privado_Privado;PH_Unidad_Predial;;;;4752584-7103
7904;7904;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79173;Privado_Privado;NPH;;;;13401270-11681
13810;13810;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165820;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5360
3399;3399;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338005;Privado_Privado;PH_Unidad_Predial;95.6;0.2722;;13282454-2144
14061;14061;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165982;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5307
9120;9120;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80379;Privado_Privado;NPH;;;;13401270-12725
472;472;ATLÁNTICO;TUBARÁ;29/05/2025;040-625802;;SIN NPN;Desenglobe_Division_Material;040-612462;Privado_Privado;Condominio_Unidad_Predial;6283,3;;;607501-187
5719;5719;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76997;Privado_Privado;NPH;;;;13401270-7591
13956;13956;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165907;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5506
4464;4464;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71367;Privado_Privado;PH_Unidad_Predial;;;;4752584-7059
14189;14189;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162781;Privado_Privado;PH_Unidad_Predial;58.05;0.46600000000000003;58.05;L2-5918
4298;4298;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100574;Privado_Privado;NPH;91;;;4752593-6768
